Suspicious_word_count,domain_length,count_dots,count_dashes,https,count_at_symbol,count_digits,has_ip,subdomain_count,query_length,num_params,num_slashes,entropy,has_tld_in_path
0,14,1,1,0,0,0,0,-1,0,0,2,3.943547896056204,1
0,17,2,0,0,0,1,0,-1,0,0,3,4.3281944024823575,1
0,26,2,0,0,0,2,0,-1,0,0,4,4.355636988797869,1
0,12,1,9,0,0,7,0,0,0,0,5,4.45746038437026,0
0,12,1,1,0,0,15,0,-1,0,0,3,4.377379426092949,1
0,25,2,0,0,0,3,0,-1,0,0,1,4.247220900330218,1
0,13,1,1,0,0,0,0,-1,0,0,5,3.988217363532296,1
0,10,2,3,0,0,3,0,-1,0,0,1,4.083434176385706,1
0,15,1,3,0,0,0,0,-1,0,0,4,4.258593983224948,1
0,12,1,0,0,0,0,0,-1,0,0,4,4.225185279715573,1
0,8,2,0,0,0,2,0,-1,0,0,2,3.8100810205217304,0
0,18,2,3,0,0,15,0,-1,0,0,4,4.6260567306635405,1
0,6,1,10,0,0,6,0,0,0,0,5,4.610099330175493,0
0,18,3,0,0,0,25,0,-1,42,1,2,4.770455634922564,1
0,20,1,0,0,0,0,0,-1,0,0,1,3.4632805178108104,1
0,16,2,0,0,0,0,0,-1,0,0,2,4.001776787341281,1
0,19,2,0,0,0,0,0,-1,0,0,1,3.5841837197791886,1
0,24,2,0,0,0,0,0,-1,0,0,1,3.8332696895151073,1
0,21,2,1,0,0,12,0,-1,0,0,2,4.609574607697944,1
0,10,1,9,0,0,6,0,0,0,0,6,4.508726971363555,0
0,17,2,6,0,0,1,0,-1,0,0,1,4.71848759221984,1
0,11,1,2,0,0,2,0,-1,13,1,1,4.502583407161069,1
0,11,1,0,0,0,3,0,-1,0,0,1,4.021928094887362,1
0,14,2,2,0,0,0,0,-1,0,0,4,4.1155904774385785,1
0,13,2,1,0,0,0,0,-1,0,0,3,4.159327475133629,1
0,7,2,6,0,0,8,0,-1,0,0,6,4.517248079656722,1
0,30,3,2,0,0,16,0,-1,0,0,5,4.836081907815207,1
0,15,1,1,0,0,0,0,-1,0,0,3,4.155498040834077,1
0,13,1,0,0,0,0,0,-1,0,0,1,3.378783493486176,1
0,28,2,5,0,0,13,0,-1,0,0,5,4.563601959096032,1
0,16,2,0,0,0,0,0,-1,0,0,2,3.8990401366454366,1
0,17,2,5,0,0,7,0,-1,11,1,1,4.775913531686173,1
0,13,1,0,0,0,5,0,-1,0,0,2,3.950212064914747,0
0,7,1,13,0,0,6,0,0,0,0,5,4.350609916888457,0
0,15,1,5,0,0,5,0,-1,0,0,3,4.341079077026475,1
0,18,2,9,0,0,11,0,-1,0,0,2,4.56653847788552,1
0,7,1,0,0,0,3,0,-1,0,0,5,4.022738561139235,1
0,20,3,0,0,0,4,0,-1,0,0,2,4.141604167868593,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.9021748142117274,1
0,11,1,0,0,0,0,0,-1,0,0,1,2.688721875540867,1
0,9,1,3,0,0,2,0,-1,0,0,4,4.160786441387166,1
0,15,4,1,0,0,6,0,-1,5,1,3,4.589392842933066,1
0,14,2,6,0,0,10,0,-1,0,0,3,4.736740598771199,1
0,15,1,0,0,0,3,0,-1,5,1,1,4.004886164091841,1
0,21,2,2,0,0,6,0,-1,0,0,2,4.205757474531293,1
0,13,1,2,0,0,11,0,-1,0,0,3,4.251164173004869,1
0,17,2,0,0,0,0,0,-1,0,0,3,4.0301475646192415,1
0,13,1,1,0,0,5,0,-1,0,0,5,4.16510099416413,1
0,16,3,0,0,0,5,0,-1,0,0,4,4.420882202419248,1
0,17,1,0,0,0,0,0,-1,0,0,2,3.796217602590056,1
0,8,1,0,0,0,0,0,-1,0,0,4,4.036006945330954,1
0,13,1,0,0,0,28,0,-1,0,0,5,4.644322310365511,1
0,11,1,0,0,0,3,0,-1,13,1,1,4.567099536193328,1
0,15,2,0,0,0,0,0,-1,0,0,2,3.9801694078807643,0
0,13,1,2,0,0,5,0,-1,0,0,4,4.506328385912461,1
0,11,2,5,0,0,5,0,0,19,2,4,5.037853778738718,0
0,13,1,0,0,0,7,0,-1,0,0,3,4.228972140860999,1
0,12,1,5,0,0,16,0,-1,0,0,3,4.823811371066657,1
0,15,2,4,0,0,4,0,-1,0,0,1,4.4624433125951875,1
0,16,1,0,0,0,5,0,-1,0,0,2,4.369707376737534,1
0,19,2,0,0,0,0,0,-1,0,0,4,4.031317209443299,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.891995487039019,1
0,16,1,6,0,0,3,0,-1,0,0,2,4.265979129983102,1
0,20,2,8,0,0,1,0,-1,0,0,2,4.122251387745529,1
0,8,1,0,0,0,0,0,-1,0,0,1,3.169925001442312,1
0,28,2,4,0,0,0,0,-1,0,0,1,4.198768163236775,1
0,13,1,14,0,0,4,0,0,0,0,5,4.382894061482188,0
0,10,2,2,0,0,0,0,-1,0,0,2,4.367897894136354,1
0,10,1,6,0,0,0,0,-1,0,0,2,3.991518178083934,1
0,20,2,0,0,0,10,0,-1,61,2,1,4.78525092730004,1
0,9,1,0,0,0,8,0,-1,0,0,2,4.619461411427101,1
0,29,3,3,0,0,5,0,-1,0,0,6,4.494418827471005,1
0,34,2,0,0,0,0,0,-1,0,0,1,4.036006945330954,1
0,10,1,0,0,0,0,0,-1,0,0,2,4.0860486123130375,1
0,12,2,22,0,0,12,0,-1,0,0,5,4.694248884926849,1
0,13,1,4,0,0,9,0,-1,0,0,3,4.445283278554199,1
0,16,2,0,0,0,4,0,-1,7,1,2,4.41231084602873,1
0,13,1,0,0,0,3,0,-1,10,1,2,4.243856189774723,1
0,8,1,2,0,0,4,0,-1,0,0,3,4.01158543183743,1
0,25,3,1,0,0,11,0,-1,0,0,4,4.766328064206301,1
0,14,3,6,0,0,9,0,0,0,0,9,4.554409418649607,0
0,19,2,0,0,0,0,0,-1,0,0,1,3.446439344671015,1
0,15,2,0,0,0,0,0,-1,0,0,2,3.968449003142375,1
0,15,2,0,0,0,0,0,-1,0,0,2,3.8518232255517657,1
0,11,2,3,0,0,4,0,-1,0,0,6,4.321175084025919,1
0,18,1,13,0,0,8,0,-1,0,0,2,4.4153873297326065,1
0,17,2,1,0,0,10,0,-1,45,3,2,4.721772625699861,1
0,17,2,0,0,0,2,0,-1,0,0,6,4.311080496244277,1
0,16,1,0,0,0,0,0,-1,0,0,1,3.6168746059562227,1
0,15,2,5,0,0,20,0,-1,0,0,1,4.931082414327507,1
0,10,1,0,0,0,0,0,-1,0,0,3,3.6695767463163937,1
0,12,2,2,0,0,5,0,-1,0,0,2,4.4483674395583765,1
0,14,3,7,0,0,8,0,0,0,0,9,4.521023940998774,0
0,24,3,1,0,0,0,0,-1,0,0,3,4.038976210191111,1
0,14,1,0,0,0,4,0,-1,0,0,3,4.116729296672174,1
0,21,1,5,0,0,16,0,-1,86,1,4,4.973171634896922,1
0,27,3,6,0,0,6,0,-1,0,0,3,4.5796786498829745,1
0,20,2,0,0,0,0,0,-1,0,0,2,4.198235533340308,1
0,12,3,1,0,0,0,0,-1,6,1,2,4.165837632423488,0
0,16,2,0,0,0,0,0,-1,30,2,2,4.438351068060305,1
0,24,2,0,0,0,0,0,-1,0,0,1,4.020962326411731,1
0,14,1,3,0,0,6,0,-1,0,0,5,4.100548633552529,1
0,14,2,0,0,0,3,0,-1,0,0,3,4.2166513633240275,1
0,17,1,4,0,0,10,0,-1,0,0,4,4.862668436978806,1
0,20,2,1,0,0,2,0,-1,11,1,2,4.126760216024232,1
0,12,2,0,0,0,5,0,-1,11,1,2,4.445533308550364,0
0,24,2,2,0,0,0,0,-1,0,0,1,4.273728829005325,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.238901256602631,1
0,13,4,0,0,0,0,0,-1,0,0,3,4.000432302535625,0
0,16,1,0,0,0,0,0,-1,0,0,1,3.8521687236032816,1
0,14,2,0,0,0,0,0,-1,0,0,2,4.101881223476018,1
0,12,1,2,0,0,5,0,-1,0,0,4,4.3521355399069055,1
0,11,2,0,0,0,4,0,-1,48,3,1,4.579112785708758,1
0,18,1,3,0,0,5,0,-1,0,0,2,4.102312540485656,1
0,23,1,1,0,0,0,0,-1,0,0,2,3.6457113704075788,1
0,12,1,1,0,0,15,0,-1,7,1,3,4.718542680182113,1
0,18,2,1,0,0,9,0,-1,0,0,1,4.577747162910944,1
0,18,3,0,0,0,2,0,-1,0,0,1,3.431623565847431,1
0,27,3,2,0,0,10,0,-1,0,0,4,4.379535689442694,1
0,13,1,0,0,0,5,0,-1,3,1,4,4.112814895472355,1
0,12,2,0,0,0,15,0,-1,26,2,1,4.571456466997581,1
0,21,2,0,0,0,0,0,-1,0,0,1,3.732158891364569,1
0,14,1,6,0,0,7,0,0,0,0,6,4.586039136210574,0
0,12,1,0,0,0,0,0,-1,0,0,1,3.085055102756477,1
0,11,1,3,0,0,0,0,-1,0,0,5,4.266401584339954,1
0,11,1,0,0,0,1,0,-1,13,1,1,4.478232197413861,1
0,16,2,1,0,0,0,0,-1,0,0,2,4.127762474435138,1
0,14,2,3,0,0,6,0,-1,0,0,2,4.516112446800857,1
0,10,1,0,0,0,4,0,-1,20,1,3,4.218139062229566,1
1,22,2,0,0,0,4,0,-1,6,1,1,4.281727678869736,1
0,16,2,0,0,0,0,0,-1,0,0,2,4.2404180855126885,1
0,21,1,1,0,0,0,0,-1,0,0,2,4.173909931130747,1
0,18,1,0,0,0,0,0,-1,0,0,3,3.7427308737169427,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.8279097821439705,1
0,10,3,0,0,0,18,0,0,0,0,5,5.397861710626728,0
0,11,1,0,0,0,2,0,-1,13,1,1,4.631615665225586,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.5465935642949384,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.392747410448785,1
0,11,1,1,0,0,6,0,-1,0,0,3,4.4193050406298875,1
0,15,2,15,0,0,6,0,-1,0,0,5,4.301500561052662,1
0,18,2,3,0,0,0,0,-1,0,0,4,4.2649893999931345,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.392747410448785,1
0,11,2,0,0,0,4,0,-1,0,0,3,4.333755257871557,1
0,11,2,11,0,0,5,0,0,18,1,6,4.396002481408342,0
0,9,1,3,0,0,2,0,-1,0,0,3,4.144524129476275,1
0,14,2,4,0,0,10,0,-1,0,0,3,4.941454914517982,1
0,15,3,0,0,0,2,0,-1,0,0,2,3.910232940673185,1
0,10,1,0,0,0,10,0,-1,0,0,4,4.44475497457937,1
0,23,3,0,0,0,8,0,-1,0,0,4,4.418279357938269,1
0,12,2,9,0,0,0,0,0,0,0,4,4.284659341856454,0
0,11,2,0,0,0,0,0,-1,0,0,3,4.152920561520418,1
0,19,2,0,0,0,5,0,-1,12,1,3,4.641011689152351,1
0,12,2,0,0,0,0,0,-1,0,0,3,4.109636253056954,1
0,19,4,13,0,0,10,0,2,0,0,8,4.482136896460968,0
0,19,1,6,0,0,7,0,-1,0,0,6,4.3431538763005015,1
0,6,1,0,0,0,0,0,-1,0,0,5,4.0203672796296965,0
0,16,1,0,0,0,0,0,-1,0,0,1,3.8521687236032816,1
0,12,1,3,0,0,7,0,-1,0,0,4,4.358089297546694,1
0,8,1,0,0,0,7,0,-1,0,0,3,3.886842188131012,1
0,23,3,1,0,0,0,0,-1,0,0,1,4.057476076289931,1
0,7,2,0,0,0,10,0,-1,21,2,2,4.570234330262947,0
0,16,2,0,0,0,0,0,-1,0,0,2,4.489356086836851,1
0,15,3,11,0,0,10,0,1,0,0,4,4.381172126116965,0
0,9,1,0,0,0,15,0,0,0,0,5,3.612694220943093,0
0,21,1,0,0,0,0,0,-1,0,0,2,4.188610096798805,1
0,15,1,0,0,0,0,0,-1,0,0,1,3.577819531114783,1
0,16,2,0,0,0,0,0,-1,0,0,2,4.314620140852037,1
0,16,1,0,0,0,0,0,-1,0,0,1,3.8521687236032816,1
0,11,2,0,0,0,1,0,-1,0,0,2,4.168325822713779,1
0,20,2,1,0,0,0,0,-1,0,0,4,4.168367439558377,1
0,15,1,0,0,0,1,0,-1,0,0,1,3.75,1
0,15,2,1,0,0,23,0,0,0,0,5,4.812386649995937,0
0,17,1,0,0,0,0,0,-1,0,0,1,3.6835423624332306,1
0,12,1,1,0,0,7,0,-1,0,0,5,4.455542527154549,1
0,17,2,2,0,0,0,0,-1,13,0,2,4.371716950260306,1
0,9,1,3,0,0,0,0,-1,0,0,2,3.9086155926651354,1
0,11,1,0,0,0,0,0,-1,0,0,1,3.084962500721156,1
0,11,2,0,0,0,5,0,-1,8,1,1,4.0472990984266435,1
0,26,2,0,0,0,0,0,-1,0,0,1,3.8101442437149684,1
0,38,1,0,0,0,0,0,-1,0,0,1,4.006573937300012,1
0,13,1,0,0,0,0,0,-1,0,0,2,3.7192945256669785,1
0,13,2,1,0,0,0,0,-1,0,0,1,4.067202859776942,1
0,21,2,5,0,0,0,0,-1,0,0,1,4.454177320667443,1
0,16,2,1,0,0,0,0,-1,0,0,3,3.9302703722934544,1
0,17,3,1,0,0,6,0,-1,0,0,4,4.641565412858599,1
0,15,2,8,0,0,13,0,-1,0,0,1,4.50922271098934,1
0,13,2,0,0,0,0,0,-1,0,0,1,3.039148671903071,0
0,11,2,0,0,0,0,0,-1,0,0,3,4.03887358554625,0
0,16,2,0,0,0,0,0,-1,0,0,2,3.9794594465930873,1
0,18,3,0,0,0,0,0,-1,0,0,2,4.076369940600707,0
0,11,1,10,0,0,10,0,0,0,0,4,4.609873882100849,0
0,12,1,0,0,0,0,0,-1,0,0,1,3.334679141051595,1
0,16,2,0,0,0,1,0,-1,0,0,2,4.57775766050597,1
0,11,2,2,0,0,8,0,-1,0,0,2,4.351409765557392,1
0,10,1,11,0,0,6,0,0,0,0,7,4.487574307174236,0
0,12,1,1,0,0,8,0,-1,0,0,5,4.305858944160432,1
0,18,1,0,0,0,0,0,-1,0,0,1,3.5766176449086657,1
0,6,1,0,0,0,3,0,0,0,0,10,4.404213413559985,0
0,10,1,1,0,0,0,0,-1,0,0,1,4.061482186720775,1
0,16,3,0,0,0,0,0,-1,0,0,2,4.135699552746469,1
0,11,1,2,0,0,0,0,-1,0,0,2,3.9539684039196077,1
0,10,2,0,0,0,0,0,-1,0,0,2,3.943465189601646,1
0,17,1,0,0,0,1,0,-1,6,1,3,4.448788890811972,1
0,13,2,13,0,0,12,0,-1,0,0,4,4.661697499377014,1
0,12,1,1,0,0,0,0,-1,0,0,2,4.081532376606414,1
0,36,2,2,0,0,0,0,-1,0,0,2,4.157048625988275,1
0,22,2,0,0,0,0,0,-1,0,0,1,3.667928472292448,1
0,21,2,0,0,0,8,0,-1,0,0,4,4.3806475934662705,1
0,18,2,0,0,0,6,0,-1,0,0,3,4.498171939471838,1
0,12,2,8,0,0,0,0,0,0,0,4,4.350262065845132,0
0,15,1,4,0,0,7,0,-1,0,0,2,4.5841969197363674,1
0,8,1,0,0,0,7,0,-1,0,0,3,3.886842188131012,1
0,6,1,0,0,0,0,0,-1,0,0,1,3.75,1
0,8,2,3,0,0,7,0,-1,0,0,1,4.532600092847882,1
0,14,2,8,0,0,10,0,-1,0,0,2,4.416335214001557,1
0,30,2,0,0,0,0,0,-1,0,0,1,3.8087196973440705,1
0,11,1,0,0,0,2,0,-1,0,0,1,3.617809684374455,1
0,19,2,0,0,0,0,0,-1,0,0,2,3.9964393446710145,1
0,20,2,0,0,0,0,0,-1,0,0,1,3.6537567082870015,1
0,14,1,2,0,0,0,0,-1,0,0,3,3.659970960795807,1
0,10,1,1,0,0,0,0,-1,0,0,3,3.841096866085959,1
0,15,1,0,0,0,0,0,-1,0,0,1,3.577819531114783,1
0,15,2,0,0,0,8,0,-1,0,0,3,4.277567157116928,1
0,10,1,1,0,0,10,0,-1,0,0,1,3.9361804341297555,1
0,18,1,3,0,0,10,0,-1,0,0,3,4.534993002516669,1
0,12,1,2,0,0,12,0,-1,0,0,3,4.713558696193738,1
0,10,2,0,0,0,7,0,-1,0,0,2,4.60693673217532,1
0,6,1,7,0,0,0,0,0,0,0,6,4.142447410696544,0
0,12,11,0,0,0,35,0,0,69,1,4,5.041204558575088,0
0,12,2,10,0,0,4,0,-1,0,0,1,4.421773156402786,1
0,15,2,1,0,0,6,0,-1,0,0,5,4.308903195602072,1
0,12,1,8,0,0,12,0,-1,0,0,2,4.427561505262288,1
0,10,2,0,0,0,0,0,-1,0,0,1,3.7887549139935026,1
0,10,2,6,0,0,0,0,-1,0,0,1,4.1308083640009725,1
0,11,1,0,0,0,3,0,-1,0,0,3,4.283381405994074,1
0,18,1,1,0,0,0,0,-1,0,0,2,3.8732358263763285,1
0,22,3,1,0,0,0,0,-1,0,0,1,4.138502179294739,1
0,20,2,0,0,0,6,0,-1,0,0,1,4.803988316383067,1
0,12,1,0,0,0,1,0,-1,8,1,1,4.5070342061402435,1
0,20,2,1,0,0,4,0,-1,12,2,2,4.467372920027721,1
0,11,1,0,0,0,3,0,-1,0,0,4,4.248323567793247,1
0,25,2,0,0,0,3,0,-1,5,1,1,4.1803651142158795,1
0,14,1,5,0,0,6,0,0,0,0,7,4.381837319099864,0
0,10,1,2,0,0,0,0,-1,0,0,3,4.519999987133628,1
0,12,1,5,0,0,15,0,-1,0,0,3,4.713152356234778,1
0,19,2,0,0,0,5,0,-1,12,1,3,4.612026181905975,1
0,10,1,4,0,0,16,0,-1,0,0,6,4.607410261236029,1
0,21,1,3,0,0,18,0,-1,0,0,5,4.529093467397181,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.4613201402110083,1
0,12,1,0,0,0,0,0,-1,0,0,4,3.942438726128142,1
0,11,1,0,0,0,1,0,-1,13,1,1,4.567099536193328,1
0,16,3,2,0,0,5,0,-1,0,0,2,4.336709439035873,1
0,22,1,0,0,0,0,0,-1,0,0,1,3.522711955680758,1
0,9,2,1,0,0,8,0,-1,13,1,2,4.576617644908667,1
0,16,1,0,0,0,0,0,-1,0,0,4,3.74107197125472,1
0,19,2,0,0,0,7,0,-1,0,0,4,4.500728938061154,1
0,8,1,0,0,0,0,0,-1,0,0,2,3.820888851350189,1
0,12,5,0,0,0,25,0,0,39,1,4,4.8068744759996775,0
0,14,1,3,0,0,0,0,-1,0,0,2,4.0799503875701,1
0,19,1,11,0,0,7,0,-1,0,0,5,4.389284101367416,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.277613436819116,1
0,10,1,1,0,0,10,0,-1,0,0,1,4.0559581516151235,1
0,15,2,4,0,0,5,0,-1,0,0,5,4.491845606022854,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.882045108136863,1
0,18,1,0,0,0,0,0,-1,0,0,3,3.843380912258979,1
0,14,1,0,0,0,0,0,-1,0,0,3,4.113206053476118,1
0,10,1,11,0,0,6,0,0,22,1,4,4.505298830837741,0
0,11,2,8,0,0,0,0,-1,0,0,4,4.206225920256958,1
0,13,2,2,0,0,3,0,-1,0,0,1,4.197325708706504,1
0,20,2,0,0,0,0,0,-1,0,0,2,4.101881223476018,1
0,6,1,0,0,0,0,0,-1,0,0,1,3.378783493486176,1
0,11,1,0,0,0,1,0,-1,13,1,1,4.235981390822668,1
0,20,2,0,0,0,0,0,-1,0,0,1,4.025930027099076,1
0,12,1,0,0,0,0,0,-1,0,0,1,3.238901256602631,1
0,19,1,12,0,0,7,0,-1,0,0,6,4.4219374668241285,1
0,16,2,0,0,0,0,0,-1,0,0,1,3.2639334294856344,1
0,9,1,0,0,0,0,0,-1,0,0,2,3.9353986674667634,1
0,14,1,0,0,0,12,0,-1,0,0,6,4.09912882125993,1
0,19,2,0,0,0,7,0,-1,0,0,4,4.4958728797205785,1
0,30,3,5,0,0,6,0,-1,0,0,3,4.516828361863044,1
0,6,1,12,0,0,6,0,0,0,0,5,4.43042671340415,0
0,20,2,1,0,0,4,0,-1,0,0,2,3.9728959086871827,1
0,14,1,7,0,0,4,0,-1,0,0,2,4.253565517714283,1
0,11,1,0,0,0,0,0,-1,0,0,2,4.220167681284828,1
0,12,3,0,0,0,0,0,-1,0,0,2,4.045239685277582,0
0,25,2,0,0,0,0,0,-1,0,0,1,3.950063756436209,1
0,28,3,0,0,0,3,0,-1,3,0,3,4.2024885178487565,1
0,10,1,4,0,0,10,0,-1,0,0,3,4.840018266288633,1
0,19,1,0,0,0,4,0,-1,6,1,2,4.359377914716119,1
0,17,2,0,0,0,0,0,-1,0,0,1,3.847742678581274,1
0,14,1,8,0,0,8,0,-1,0,0,1,4.528064311584048,1
0,10,1,0,0,0,0,0,-1,0,0,1,3.8594705707972508,1
0,12,1,0,0,0,0,0,-1,0,0,4,4.043057694064253,1
0,9,1,7,0,0,17,0,-1,0,0,6,4.418612478024359,1
0,14,1,3,0,0,0,0,-1,0,0,3,4.160786441387165,1
0,9,1,5,0,0,45,0,0,0,0,5,4.008845868029129,0
0,7,1,0,0,0,15,0,0,75,8,5,4.538654288054473,0
0,32,2,0,0,0,0,0,-1,0,0,1,3.824252831282987,1
0,23,5,2,0,0,2,0,-1,62,1,5,4.5312831194298235,0
0,25,2,0,0,0,4,0,-1,6,1,2,4.578979832118273,1
